“starting the job...”
0,1,2,3
training/configs/rand_gen_zinc250k_config_dict.json
Training model...
Model #Params: 5207K
[Train][100] Alpha: 0.000, Beta: 0.000, Loss: 118.76, KL: 524.27, MAE: 6.58639, Word Loss: 89.99, Topo Loss: 20.00, Assm Loss: 8.77, Pred Loss: 48.73, Word: 27.87, Topo: 84.63, Assm: 55.62, PNorm: 103.32, GNorm: 50.00
[Train][46900] Alpha: 0.000, Beta: 0.008, Loss: 8.63, KL: 335.10, MAE: 1.11750, Word Loss: 4.25, Topo Loss: 1.08, Assm Loss: 0.63, Pred Loss: 1.44, Word: 95.19, Topo: 99.34, Assm: 97.48, PNorm: 457.04, GNorm: 26.26
[Train][47000] Alpha: 0.000, Beta: 0.008, Loss: 8.66, KL: 329.65, MAE: 1.13521, Word Loss: 4.24, Topo Loss: 1.06, Assm Loss: 0.72, Pred Loss: 1.42, Word: 95.20, Topo: 99.30, Assm: 97.31, PNorm: 457.40, GNorm: 36.92
[Train][47100] Alpha: 0.000, Beta: 0.008, Loss: 8.69, KL: 330.31, MAE: 1.12402, Word Loss: 4.31, Topo Loss: 1.06, Assm Loss: 0.67, Pred Loss: 1.43, Word: 95.18, Topo: 99.34, Assm: 97.12, PNorm: 457.91, GNorm: 37.74
[Train][47200] Alpha: 0.000, Beta: 0.008, Loss: 8.47, KL: 322.42, MAE: 1.11412, Word Loss: 4.33, Topo Loss: 0.99, Assm Loss: 0.58, Pred Loss: 1.42, Word: 95.26, Topo: 99.36, Assm: 97.75, PNorm: 458.33, GNorm: 31.60
[Train][47300] Alpha: 0.000, Beta: 0.008, Loss: 8.95, KL: 327.13, MAE: 1.12528, Word Loss: 4.37, Topo Loss: 1.09, Assm Loss: 0.88, Pred Loss: 1.47, Word: 95.11, Topo: 99.27, Assm: 97.62, PNorm: 458.76, GNorm: 39.99
[Train][47400] Alpha: 0.000, Beta: 0.008, Loss: 8.49, KL: 324.30, MAE: 1.12142, Word Loss: 4.11, Topo Loss: 1.06, Assm Loss: 0.73, Pred Loss: 1.43, Word: 95.39, Topo: 99.31, Assm: 97.13, PNorm: 459.16, GNorm: 31.66
[Train][47500] Alpha: 0.000, Beta: 0.008, Loss: 8.34, KL: 324.77, MAE: 1.14216, Word Loss: 4.07, Topo Loss: 0.97, Assm Loss: 0.71, Pred Loss: 1.48, Word: 95.32, Topo: 99.37, Assm: 97.09, PNorm: 459.50, GNorm: 36.54
[Train][47600] Alpha: 0.000, Beta: 0.008, Loss: 8.15, KL: 313.43, MAE: 1.13707, Word Loss: 4.05, Topo Loss: 0.97, Assm Loss: 0.63, Pred Loss: 1.47, Word: 95.30, Topo: 99.38, Assm: 97.20, PNorm: 459.86, GNorm: 33.76
[Train][47700] Alpha: 0.000, Beta: 0.008, Loss: 8.46, KL: 316.45, MAE: 1.17840, Word Loss: 4.20, Topo Loss: 1.13, Assm Loss: 0.60, Pred Loss: 1.60, Word: 95.13, Topo: 99.26, Assm: 97.64, PNorm: 460.21, GNorm: 28.22
[Train][47800] Alpha: 0.000, Beta: 0.008, Loss: 8.20, KL: 311.42, MAE: 1.10021, Word Loss: 4.24, Topo Loss: 0.87, Assm Loss: 0.59, Pred Loss: 1.38, Word: 95.18, Topo: 99.45, Assm: 97.42, PNorm: 460.58, GNorm: 48.28
[Train][47900] Alpha: 0.000, Beta: 0.008, Loss: 8.46, KL: 312.10, MAE: 1.14517, Word Loss: 4.30, Topo Loss: 1.01, Assm Loss: 0.64, Pred Loss: 1.53, Word: 95.12, Topo: 99.41, Assm: 97.55, PNorm: 460.97, GNorm: 41.23
[Train][48000] Alpha: 0.000, Beta: 0.008, Loss: 8.69, KL: 315.87, MAE: 1.11653, Word Loss: 4.33, Topo Loss: 1.07, Assm Loss: 0.76, Pred Loss: 1.43, Word: 95.06, Topo: 99.30, Assm: 97.13, PNorm: 461.32, GNorm: 46.81
[Train][48100] Alpha: 0.000, Beta: 0.010, Loss: 8.88, KL: 299.50, MAE: 1.14947, Word Loss: 4.21, Topo Loss: 1.01, Assm Loss: 0.67, Pred Loss: 1.48, Word: 95.19, Topo: 99.36, Assm: 97.47, PNorm: 461.72, GNorm: 41.57
[Train][48200] Alpha: 0.000, Beta: 0.010, Loss: 8.76, KL: 287.99, MAE: 1.15626, Word Loss: 4.10, Topo Loss: 0.99, Assm Loss: 0.79, Pred Loss: 1.51, Word: 95.29, Topo: 99.34, Assm: 97.01, PNorm: 462.06, GNorm: 23.33
[Train][48300] Alpha: 0.000, Beta: 0.010, Loss: 8.69, KL: 289.77, MAE: 1.10965, Word Loss: 4.12, Topo Loss: 1.02, Assm Loss: 0.66, Pred Loss: 1.41, Word: 95.30, Topo: 99.38, Assm: 97.41, PNorm: 462.40, GNorm: 37.60
[Train][48400] Alpha: 0.000, Beta: 0.010, Loss: 9.11, KL: 284.77, MAE: 1.07461, Word Loss: 4.47, Topo Loss: 1.21, Assm Loss: 0.59, Pred Loss: 1.32, Word: 95.08, Topo: 99.26, Assm: 97.70, PNorm: 462.80, GNorm: 31.28
[Train][48500] Alpha: 0.000, Beta: 0.010, Loss: 8.81, KL: 285.18, MAE: 1.17265, Word Loss: 4.21, Topo Loss: 1.09, Assm Loss: 0.65, Pred Loss: 1.57, Word: 95.23, Topo: 99.29, Assm: 97.24, PNorm: 463.22, GNorm: 33.36
[Train][48600] Alpha: 0.000, Beta: 0.010, Loss: 9.00, KL: 288.47, MAE: 1.14150, Word Loss: 4.23, Topo Loss: 1.03, Assm Loss: 0.85, Pred Loss: 1.46, Word: 95.32, Topo: 99.34, Assm: 96.74, PNorm: 463.56, GNorm: 50.00
[Train][48700] Alpha: 0.000, Beta: 0.010, Loss: 8.68, KL: 277.53, MAE: 1.16000, Word Loss: 4.22, Topo Loss: 1.05, Assm Loss: 0.63, Pred Loss: 1.50, Word: 95.19, Topo: 99.32, Assm: 97.40, PNorm: 463.93, GNorm: 36.50
[Train][48800] Alpha: 0.000, Beta: 0.010, Loss: 8.64, KL: 278.11, MAE: 1.09594, Word Loss: 4.18, Topo Loss: 1.00, Assm Loss: 0.69, Pred Loss: 1.35, Word: 95.25, Topo: 99.35, Assm: 97.21, PNorm: 464.32, GNorm: 27.20
[Train][48900] Alpha: 0.000, Beta: 0.010, Loss: 8.91, KL: 273.79, MAE: 1.17534, Word Loss: 4.27, Topo Loss: 1.17, Assm Loss: 0.73, Pred Loss: 1.55, Word: 95.07, Topo: 99.29, Assm: 97.20, PNorm: 464.76, GNorm: 40.63
[Train][49000] Alpha: 0.000, Beta: 0.010, Loss: 8.83, KL: 274.93, MAE: 1.15285, Word Loss: 4.18, Topo Loss: 1.17, Assm Loss: 0.72, Pred Loss: 1.53, Word: 95.23, Topo: 99.26, Assm: 97.25, PNorm: 465.19, GNorm: 32.25
[Train][49100] Alpha: 0.000, Beta: 0.010, Loss: 8.51, KL: 275.92, MAE: 1.15637, Word Loss: 4.08, Topo Loss: 0.96, Assm Loss: 0.71, Pred Loss: 1.50, Word: 95.39, Topo: 99.36, Assm: 97.01, PNorm: 465.51, GNorm: 38.81
[Train][49200] Alpha: 0.000, Beta: 0.010, Loss: 8.57, KL: 274.36, MAE: 1.14273, Word Loss: 4.10, Topo Loss: 1.00, Assm Loss: 0.72, Pred Loss: 1.48, Word: 95.43, Topo: 99.35, Assm: 97.04, PNorm: 465.91, GNorm: 29.34
[Train][49300] Alpha: 0.000, Beta: 0.010, Loss: 8.73, KL: 271.23, MAE: 1.18828, Word Loss: 4.25, Topo Loss: 1.08, Assm Loss: 0.69, Pred Loss: 1.59, Word: 94.99, Topo: 99.33, Assm: 97.27, PNorm: 466.35, GNorm: 36.09
[Train][49400] Alpha: 0.000, Beta: 0.010, Loss: 8.59, KL: 271.78, MAE: 1.16858, Word Loss: 4.12, Topo Loss: 1.02, Assm Loss: 0.73, Pred Loss: 1.56, Word: 95.35, Topo: 99.34, Assm: 97.04, PNorm: 466.70, GNorm: 40.31
[Train][49500] Alpha: 0.000, Beta: 0.010, Loss: 8.67, KL: 268.72, MAE: 1.14093, Word Loss: 4.38, Topo Loss: 1.00, Assm Loss: 0.61, Pred Loss: 1.50, Word: 95.10, Topo: 99.35, Assm: 97.75, PNorm: 467.02, GNorm: 50.00
[Train][49600] Alpha: 0.000, Beta: 0.010, Loss: 8.73, KL: 276.54, MAE: 1.17319, Word Loss: 4.22, Topo Loss: 1.05, Assm Loss: 0.69, Pred Loss: 1.55, Word: 95.31, Topo: 99.35, Assm: 97.36, PNorm: 467.41, GNorm: 42.23
[Train][49700] Alpha: 0.000, Beta: 0.010, Loss: 8.84, KL: 271.68, MAE: 1.17470, Word Loss: 4.24, Topo Loss: 1.08, Assm Loss: 0.80, Pred Loss: 1.56, Word: 95.36, Topo: 99.35, Assm: 96.91, PNorm: 467.78, GNorm: 35.33
[Train][49800] Alpha: 0.000, Beta: 0.010, Loss: 8.51, KL: 266.04, MAE: 1.16689, Word Loss: 4.18, Topo Loss: 1.01, Assm Loss: 0.65, Pred Loss: 1.54, Word: 95.18, Topo: 99.36, Assm: 97.28, PNorm: 468.13, GNorm: 25.46
[Train][49900] Alpha: 0.000, Beta: 0.010, Loss: 8.58, KL: 265.10, MAE: 1.13200, Word Loss: 4.21, Topo Loss: 1.07, Assm Loss: 0.65, Pred Loss: 1.47, Word: 95.28, Topo: 99.31, Assm: 97.30, PNorm: 468.50, GNorm: 50.00
[Train][50000] Alpha: 0.000, Beta: 0.010, Loss: 8.88, KL: 261.82, MAE: 1.18165, Word Loss: 4.53, Topo Loss: 1.11, Assm Loss: 0.63, Pred Loss: 1.61, Word: 94.89, Topo: 99.30, Assm: 97.44, PNorm: 468.91, GNorm: 50.00
[Train][50100] Alpha: 0.000, Beta: 0.012, Loss: 9.50, KL: 256.87, MAE: 1.13511, Word Loss: 4.38, Topo Loss: 1.14, Assm Loss: 0.89, Pred Loss: 1.49, Word: 95.06, Topo: 99.25, Assm: 97.10, PNorm: 469.55, GNorm: 37.26
[Train][50200] Alpha: 0.000, Beta: 0.012, Loss: 8.95, KL: 249.30, MAE: 1.12722, Word Loss: 4.25, Topo Loss: 0.95, Assm Loss: 0.75, Pred Loss: 1.44, Word: 95.09, Topo: 99.40, Assm: 96.91, PNorm: 469.91, GNorm: 30.49
[Validation][881] Alpha: 0.000, Beta: 0.012, Loss: 5.06, KL: 127.20, MAE: 1.16077, Word Loss: 2.55, Topo Loss: 0.58, Assm Loss: 0.41, Pred Loss: 1.57, Word: 94.73, Topo: 99.26, Assm: 96.96
[Train][50300] Alpha: 0.000, Beta: 0.012, Loss: 8.52, KL: 248.10, MAE: 1.15718, Word Loss: 3.97, Topo Loss: 0.91, Assm Loss: 0.67, Pred Loss: 1.53, Word: 95.39, Topo: 99.41, Assm: 97.51, PNorm: 470.26, GNorm: 38.29
[Train][50400] Alpha: 0.000, Beta: 0.012, Loss: 7.86, KL: 241.70, MAE: 1.12656, Word Loss: 3.57, Topo Loss: 0.84, Assm Loss: 0.55, Pred Loss: 1.44, Word: 95.85, Topo: 99.44, Assm: 97.75, PNorm: 470.61, GNorm: 50.00
[Train][50500] Alpha: 0.000, Beta: 0.012, Loss: 7.64, KL: 241.33, MAE: 1.15007, Word Loss: 3.33, Topo Loss: 0.82, Assm Loss: 0.59, Pred Loss: 1.53, Word: 96.06, Topo: 99.48, Assm: 97.61, PNorm: 470.88, GNorm: 34.89
[Train][50600] Alpha: 0.000, Beta: 0.012, Loss: 7.90, KL: 240.95, MAE: 1.16162, Word Loss: 3.50, Topo Loss: 0.88, Assm Loss: 0.62, Pred Loss: 1.58, Word: 96.09, Topo: 99.41, Assm: 97.52, PNorm: 471.16, GNorm: 25.71
[Train][50700] Alpha: 0.000, Beta: 0.012, Loss: 7.69, KL: 238.67, MAE: 1.22614, Word Loss: 3.42, Topo Loss: 0.80, Assm Loss: 0.60, Pred Loss: 1.70, Word: 96.09, Topo: 99.48, Assm: 97.66, PNorm: 471.48, GNorm: 29.23
[Train][50800] Alpha: 0.000, Beta: 0.012, Loss: 8.07, KL: 242.16, MAE: 1.12729, Word Loss: 3.62, Topo Loss: 0.88, Assm Loss: 0.66, Pred Loss: 1.48, Word: 95.90, Topo: 99.44, Assm: 97.42, PNorm: 471.84, GNorm: 31.51
[Train][50900] Alpha: 0.000, Beta: 0.012, Loss: 8.17, KL: 244.65, MAE: 1.19526, Word Loss: 3.78, Topo Loss: 0.87, Assm Loss: 0.59, Pred Loss: 1.63, Word: 95.59, Topo: 99.44, Assm: 97.77, PNorm: 472.25, GNorm: 33.14
[Train][51000] Alpha: 0.000, Beta: 0.012, Loss: 7.86, KL: 239.26, MAE: 1.18543, Word Loss: 3.63, Topo Loss: 0.82, Assm Loss: 0.53, Pred Loss: 1.60, Word: 95.71, Topo: 99.49, Assm: 97.81, PNorm: 472.56, GNorm: 40.58
[Train][51100] Alpha: 0.000, Beta: 0.012, Loss: 8.04, KL: 242.87, MAE: 1.22106, Word Loss: 3.65, Topo Loss: 0.86, Assm Loss: 0.61, Pred Loss: 1.70, Word: 95.85, Topo: 99.45, Assm: 97.34, PNorm: 472.93, GNorm: 37.78
[Train][51200] Alpha: 0.000, Beta: 0.012, Loss: 8.15, KL: 240.32, MAE: 1.18500, Word Loss: 3.71, Topo Loss: 0.95, Assm Loss: 0.60, Pred Loss: 1.61, Word: 95.69, Topo: 99.37, Assm: 97.62, PNorm: 473.29, GNorm: 25.05
[Train][51300] Alpha: 0.000, Beta: 0.012, Loss: 8.31, KL: 243.76, MAE: 1.19044, Word Loss: 3.66, Topo Loss: 1.03, Assm Loss: 0.70, Pred Loss: 1.60, Word: 95.86, Topo: 99.34, Assm: 97.51, PNorm: 473.68, GNorm: 22.85
[Train][51400] Alpha: 0.000, Beta: 0.012, Loss: 8.49, KL: 238.69, MAE: 1.14928, Word Loss: 3.95, Topo Loss: 0.95, Assm Loss: 0.72, Pred Loss: 1.54, Word: 95.55, Topo: 99.36, Assm: 97.30, PNorm: 474.01, GNorm: 26.91
[Train][51500] Alpha: 0.000, Beta: 0.012, Loss: 8.14, KL: 236.91, MAE: 1.18339, Word Loss: 3.78, Topo Loss: 0.92, Assm Loss: 0.59, Pred Loss: 1.56, Word: 95.66, Topo: 99.40, Assm: 97.52, PNorm: 474.36, GNorm: 46.72
[Train][51600] Alpha: 0.000, Beta: 0.012, Loss: 7.90, KL: 234.42, MAE: 1.18366, Word Loss: 3.63, Topo Loss: 0.88, Assm Loss: 0.58, Pred Loss: 1.56, Word: 95.88, Topo: 99.42, Assm: 97.75, PNorm: 474.77, GNorm: 27.30
[Train][51700] Alpha: 0.000, Beta: 0.012, Loss: 8.80, KL: 237.07, MAE: 1.21608, Word Loss: 4.00, Topo Loss: 1.12, Assm Loss: 0.84, Pred Loss: 1.66, Word: 95.43, Topo: 99.34, Assm: 97.23, PNorm: 475.11, GNorm: 28.60
[Train][51800] Alpha: 0.000, Beta: 0.012, Loss: 8.34, KL: 236.55, MAE: 1.15016, Word Loss: 4.00, Topo Loss: 0.88, Assm Loss: 0.63, Pred Loss: 1.54, Word: 95.51, Topo: 99.46, Assm: 97.66, PNorm: 475.45, GNorm: 28.79
[Train][51900] Alpha: 0.000, Beta: 0.012, Loss: 8.34, KL: 233.54, MAE: 1.17096, Word Loss: 3.95, Topo Loss: 1.00, Assm Loss: 0.59, Pred Loss: 1.53, Word: 95.70, Topo: 99.38, Assm: 97.77, PNorm: 475.90, GNorm: 34.31
[Train][52000] Alpha: 0.000, Beta: 0.012, Loss: 8.17, KL: 234.08, MAE: 1.20587, Word Loss: 3.88, Topo Loss: 0.92, Assm Loss: 0.57, Pred Loss: 1.66, Word: 95.57, Topo: 99.42, Assm: 97.80, PNorm: 476.27, GNorm: 27.94
[Train][52100] Alpha: 0.000, Beta: 0.014, Loss: 8.79, KL: 225.61, MAE: 1.23610, Word Loss: 3.98, Topo Loss: 0.98, Assm Loss: 0.66, Pred Loss: 1.75, Word: 95.34, Topo: 99.34, Assm: 97.27, PNorm: 476.64, GNorm: 39.64
[Train][52200] Alpha: 0.000, Beta: 0.014, Loss: 8.49, KL: 223.31, MAE: 1.16304, Word Loss: 3.71, Topo Loss: 1.02, Assm Loss: 0.64, Pred Loss: 1.54, Word: 95.80, Topo: 99.34, Assm: 97.47, PNorm: 476.95, GNorm: 38.70
[Train][52300] Alpha: 0.000, Beta: 0.014, Loss: 8.69, KL: 225.81, MAE: 1.14554, Word Loss: 3.90, Topo Loss: 0.98, Assm Loss: 0.64, Pred Loss: 1.50, Word: 95.58, Topo: 99.39, Assm: 97.49, PNorm: 477.32, GNorm: 27.65
[Train][52400] Alpha: 0.000, Beta: 0.014, Loss: 8.43, KL: 219.36, MAE: 1.16302, Word Loss: 3.78, Topo Loss: 0.92, Assm Loss: 0.66, Pred Loss: 1.52, Word: 95.77, Topo: 99.39, Assm: 97.14, PNorm: 477.69, GNorm: 34.62
[Train][52500] Alpha: 0.000, Beta: 0.014, Loss: 8.60, KL: 221.73, MAE: 1.22326, Word Loss: 3.88, Topo Loss: 0.98, Assm Loss: 0.63, Pred Loss: 1.69, Word: 95.62, Topo: 99.36, Assm: 97.41, PNorm: 478.09, GNorm: 28.31
[Train][52600] Alpha: 0.000, Beta: 0.014, Loss: 8.47, KL: 221.06, MAE: 1.17472, Word Loss: 3.82, Topo Loss: 0.89, Assm Loss: 0.68, Pred Loss: 1.56, Word: 95.45, Topo: 99.42, Assm: 97.30, PNorm: 478.49, GNorm: 33.99
[Train][52700] Alpha: 0.000, Beta: 0.014, Loss: 8.76, KL: 220.36, MAE: 1.14014, Word Loss: 4.01, Topo Loss: 1.01, Assm Loss: 0.66, Pred Loss: 1.48, Word: 95.55, Topo: 99.35, Assm: 97.33, PNorm: 478.83, GNorm: 34.53
[Train][52800] Alpha: 0.000, Beta: 0.014, Loss: 8.90, KL: 220.23, MAE: 1.19084, Word Loss: 4.14, Topo Loss: 1.04, Assm Loss: 0.63, Pred Loss: 1.63, Word: 95.31, Topo: 99.32, Assm: 97.38, PNorm: 479.18, GNorm: 35.05
[Train][52900] Alpha: 0.000, Beta: 0.014, Loss: 8.42, KL: 218.36, MAE: 1.17967, Word Loss: 3.86, Topo Loss: 0.94, Assm Loss: 0.56, Pred Loss: 1.57, Word: 95.53, Topo: 99.43, Assm: 97.90, PNorm: 479.53, GNorm: 27.64
[Train][53000] Alpha: 0.000, Beta: 0.014, Loss: 8.81, KL: 220.82, MAE: 1.21142, Word Loss: 4.15, Topo Loss: 0.91, Assm Loss: 0.67, Pred Loss: 1.65, Word: 95.26, Topo: 99.42, Assm: 97.53, PNorm: 479.92, GNorm: 43.76
[Train][53100] Alpha: 0.000, Beta: 0.014, Loss: 8.65, KL: 217.02, MAE: 1.15924, Word Loss: 4.05, Topo Loss: 0.90, Assm Loss: 0.66, Pred Loss: 1.53, Word: 95.43, Topo: 99.43, Assm: 97.25, PNorm: 480.30, GNorm: 25.06
[Train][53200] Alpha: 0.000, Beta: 0.014, Loss: 8.69, KL: 218.98, MAE: 1.17164, Word Loss: 4.03, Topo Loss: 0.97, Assm Loss: 0.62, Pred Loss: 1.58, Word: 95.36, Topo: 99.38, Assm: 97.77, PNorm: 480.69, GNorm: 50.00
[Train][53300] Alpha: 0.000, Beta: 0.014, Loss: 8.47, KL: 215.29, MAE: 1.14654, Word Loss: 3.98, Topo Loss: 0.86, Assm Loss: 0.63, Pred Loss: 1.51, Word: 95.54, Topo: 99.43, Assm: 97.51, PNorm: 481.07, GNorm: 46.78
[Train][53400] Alpha: 0.000, Beta: 0.014, Loss: 8.34, KL: 214.05, MAE: 1.17718, Word Loss: 3.67, Topo Loss: 1.02, Assm Loss: 0.65, Pred Loss: 1.56, Word: 95.78, Topo: 99.33, Assm: 97.45, PNorm: 481.40, GNorm: 48.28
[Train][53500] Alpha: 0.000, Beta: 0.014, Loss: 8.52, KL: 215.48, MAE: 1.16732, Word Loss: 3.74, Topo Loss: 1.01, Assm Loss: 0.75, Pred Loss: 1.57, Word: 95.58, Topo: 99.39, Assm: 97.29, PNorm: 481.74, GNorm: 50.00
[Train][53600] Alpha: 0.000, Beta: 0.014, Loss: 8.50, KL: 215.00, MAE: 1.13862, Word Loss: 3.90, Topo Loss: 0.98, Assm Loss: 0.62, Pred Loss: 1.50, Word: 95.58, Topo: 99.41, Assm: 97.49, PNorm: 482.06, GNorm: 26.76
[Train][53700] Alpha: 0.000, Beta: 0.014, Loss: 8.45, KL: 213.72, MAE: 1.16498, Word Loss: 3.87, Topo Loss: 0.95, Assm Loss: 0.64, Pred Loss: 1.53, Word: 95.49, Topo: 99.38, Assm: 97.38, PNorm: 482.47, GNorm: 35.26
[Train][53800] Alpha: 0.000, Beta: 0.014, Loss: 8.51, KL: 216.07, MAE: 1.15405, Word Loss: 3.92, Topo Loss: 0.91, Assm Loss: 0.65, Pred Loss: 1.50, Word: 95.44, Topo: 99.41, Assm: 97.52, PNorm: 482.90, GNorm: 30.55
[Train][53900] Alpha: 0.000, Beta: 0.014, Loss: 8.43, KL: 210.27, MAE: 1.14742, Word Loss: 3.90, Topo Loss: 0.93, Assm Loss: 0.66, Pred Loss: 1.53, Word: 95.65, Topo: 99.44, Assm: 97.29, PNorm: 483.27, GNorm: 45.91
[Train][54000] Alpha: 0.000, Beta: 0.014, Loss: 8.46, KL: 212.77, MAE: 1.16994, Word Loss: 3.88, Topo Loss: 1.01, Assm Loss: 0.59, Pred Loss: 1.60, Word: 95.50, Topo: 99.35, Assm: 97.43, PNorm: 483.60, GNorm: 42.44
[Train][54100] Alpha: 0.000, Beta: 0.016, Loss: 8.92, KL: 209.46, MAE: 1.20471, Word Loss: 3.93, Topo Loss: 0.99, Assm Loss: 0.65, Pred Loss: 1.64, Word: 95.41, Topo: 99.36, Assm: 97.25, PNorm: 484.13, GNorm: 23.86
[Train][54200] Alpha: 0.000, Beta: 0.016, Loss: 8.68, KL: 206.36, MAE: 1.19497, Word Loss: 3.75, Topo Loss: 0.93, Assm Loss: 0.70, Pred Loss: 1.61, Word: 95.80, Topo: 99.37, Assm: 97.09, PNorm: 484.50, GNorm: 24.87
[Train][54300] Alpha: 0.000, Beta: 0.016, Loss: 8.80, KL: 205.44, MAE: 1.18308, Word Loss: 3.87, Topo Loss: 1.00, Assm Loss: 0.64, Pred Loss: 1.59, Word: 95.64, Topo: 99.33, Assm: 97.46, PNorm: 484.86, GNorm: 25.16
[Train][54400] Alpha: 0.000, Beta: 0.016, Loss: 8.95, KL: 202.23, MAE: 1.17934, Word Loss: 4.00, Topo Loss: 1.01, Assm Loss: 0.70, Pred Loss: 1.54, Word: 95.44, Topo: 99.35, Assm: 97.16, PNorm: 485.22, GNorm: 24.39
[Train][54500] Alpha: 0.000, Beta: 0.016, Loss: 9.00, KL: 205.45, MAE: 1.16045, Word Loss: 4.02, Topo Loss: 0.95, Assm Loss: 0.74, Pred Loss: 1.54, Word: 95.49, Topo: 99.39, Assm: 97.13, PNorm: 485.58, GNorm: 35.88
[Train][54600] Alpha: 0.000, Beta: 0.016, Loss: 8.88, KL: 203.75, MAE: 1.15886, Word Loss: 3.98, Topo Loss: 0.95, Assm Loss: 0.69, Pred Loss: 1.54, Word: 95.39, Topo: 99.39, Assm: 97.33, PNorm: 485.96, GNorm: 28.52
[Train][54700] Alpha: 0.000, Beta: 0.016, Loss: 8.79, KL: 203.43, MAE: 1.14324, Word Loss: 3.93, Topo Loss: 0.92, Assm Loss: 0.69, Pred Loss: 1.50, Word: 95.48, Topo: 99.40, Assm: 97.23, PNorm: 486.43, GNorm: 31.22
[Train][54800] Alpha: 0.000, Beta: 0.016, Loss: 8.81, KL: 202.78, MAE: 1.18415, Word Loss: 4.06, Topo Loss: 0.92, Assm Loss: 0.59, Pred Loss: 1.56, Word: 95.31, Topo: 99.38, Assm: 97.59, PNorm: 486.87, GNorm: 34.22
[Train][54900] Alpha: 0.000, Beta: 0.016, Loss: 8.99, KL: 202.60, MAE: 1.21407, Word Loss: 4.11, Topo Loss: 1.08, Assm Loss: 0.56, Pred Loss: 1.67, Word: 95.29, Topo: 99.34, Assm: 97.74, PNorm: 487.28, GNorm: 36.25
[Train][55000] Alpha: 0.000, Beta: 0.016, Loss: 8.97, KL: 201.77, MAE: 1.19603, Word Loss: 4.02, Topo Loss: 1.05, Assm Loss: 0.68, Pred Loss: 1.59, Word: 95.36, Topo: 99.30, Assm: 97.31, PNorm: 487.69, GNorm: 43.63
[Train][55100] Alpha: 0.000, Beta: 0.016, Loss: 8.82, KL: 200.60, MAE: 1.18720, Word Loss: 3.94, Topo Loss: 0.98, Assm Loss: 0.69, Pred Loss: 1.60, Word: 95.60, Topo: 99.36, Assm: 97.20, PNorm: 488.06, GNorm: 35.63
[Train][55200] Alpha: 0.000, Beta: 0.016, Loss: 8.81, KL: 202.41, MAE: 1.17429, Word Loss: 3.91, Topo Loss: 0.92, Assm Loss: 0.74, Pred Loss: 1.61, Word: 95.44, Topo: 99.39, Assm: 97.21, PNorm: 488.44, GNorm: 35.02
[Train][55300] Alpha: 0.000, Beta: 0.016, Loss: 9.08, KL: 203.69, MAE: 1.24534, Word Loss: 4.15, Topo Loss: 0.96, Assm Loss: 0.71, Pred Loss: 1.72, Word: 95.32, Topo: 99.42, Assm: 97.05, PNorm: 488.83, GNorm: 36.62
[Train][55400] Alpha: 0.000, Beta: 0.016, Loss: 8.98, KL: 201.38, MAE: 1.20675, Word Loss: 4.11, Topo Loss: 0.97, Assm Loss: 0.67, Pred Loss: 1.63, Word: 95.35, Topo: 99.37, Assm: 97.26, PNorm: 489.29, GNorm: 35.15
[Train][55500] Alpha: 0.000, Beta: 0.016, Loss: 8.93, KL: 199.13, MAE: 1.20447, Word Loss: 4.04, Topo Loss: 1.02, Assm Loss: 0.69, Pred Loss: 1.65, Word: 95.37, Topo: 99.34, Assm: 97.05, PNorm: 489.70, GNorm: 42.91
[Train][55600] Alpha: 0.000, Beta: 0.016, Loss: 8.99, KL: 200.94, MAE: 1.20813, Word Loss: 4.13, Topo Loss: 1.01, Assm Loss: 0.64, Pred Loss: 1.65, Word: 95.35, Topo: 99.36, Assm: 97.43, PNorm: 490.07, GNorm: 37.32
[Train][55700] Alpha: 0.000, Beta: 0.016, Loss: 8.93, KL: 198.34, MAE: 1.19804, Word Loss: 4.04, Topo Loss: 1.04, Assm Loss: 0.68, Pred Loss: 1.62, Word: 95.48, Topo: 99.33, Assm: 97.25, PNorm: 490.42, GNorm: 35.97
[Train][55800] Alpha: 0.000, Beta: 0.016, Loss: 8.99, KL: 198.87, MAE: 1.21717, Word Loss: 4.08, Topo Loss: 1.01, Assm Loss: 0.71, Pred Loss: 1.67, Word: 95.44, Topo: 99.36, Assm: 97.06, PNorm: 490.90, GNorm: 28.33
[Train][55900] Alpha: 0.000, Beta: 0.016, Loss: 8.62, KL: 197.37, MAE: 1.13785, Word Loss: 3.77, Topo Loss: 1.00, Assm Loss: 0.70, Pred Loss: 1.45, Word: 95.66, Topo: 99.35, Assm: 97.36, PNorm: 491.26, GNorm: 40.40
[Train][56000] Alpha: 0.000, Beta: 0.016, Loss: 8.86, KL: 197.58, MAE: 1.21836, Word Loss: 4.00, Topo Loss: 0.98, Assm Loss: 0.72, Pred Loss: 1.66, Word: 95.45, Topo: 99.39, Assm: 97.07, PNorm: 491.62, GNorm: 41.69
[Train][56100] Alpha: 0.000, Beta: 0.018, Loss: 9.28, KL: 193.41, MAE: 1.21230, Word Loss: 4.10, Topo Loss: 0.95, Assm Loss: 0.75, Pred Loss: 1.66, Word: 95.42, Topo: 99.38, Assm: 96.94, PNorm: 492.10, GNorm: 40.75
