“starting the job...”
0,1,2,3
training/configs/rand_gen_zinc250k_config_dict.json
Training model...
Model #Params: 5207K
[Train][100] Alpha: 0.000, Beta: 0.000, Loss: 117.01, KL: 421.81, MAE: 324.19983, Word Loss: 88.55, Topo Loss: 19.85, Assm Loss: 8.62, Pred Loss: 29.66, Word: 28.70, Topo: 84.65, Assm: 56.08, PNorm: 103.61, GNorm: 50.00
[Train][36600] Alpha: 0.000, Beta: 0.000, Loss: 6.51, KL: 2501.05, MAE: 27.26916, Word Loss: 4.58, Topo Loss: 1.25, Assm Loss: 0.68, Pred Loss: 0.27, Word: 94.74, Topo: 99.23, Assm: 97.28, PNorm: 418.97, GNorm: 50.00
[Train][36700] Alpha: 0.000, Beta: 0.000, Loss: 6.48, KL: 2485.81, MAE: 29.52114, Word Loss: 4.67, Topo Loss: 1.17, Assm Loss: 0.63, Pred Loss: 0.31, Word: 94.76, Topo: 99.22, Assm: 97.30, PNorm: 419.39, GNorm: 40.23
[Train][36800] Alpha: 0.000, Beta: 0.000, Loss: 6.65, KL: 2449.69, MAE: 27.94743, Word Loss: 4.89, Topo Loss: 1.07, Assm Loss: 0.69, Pred Loss: 0.28, Word: 94.70, Topo: 99.30, Assm: 97.15, PNorm: 419.90, GNorm: 50.00
[Train][36900] Alpha: 0.000, Beta: 0.000, Loss: 6.31, KL: 2504.08, MAE: 27.15176, Word Loss: 4.70, Topo Loss: 1.01, Assm Loss: 0.60, Pred Loss: 0.25, Word: 94.67, Topo: 99.33, Assm: 97.54, PNorm: 420.39, GNorm: 50.00
[Train][37000] Alpha: 0.000, Beta: 0.000, Loss: 6.66, KL: 2453.29, MAE: 26.98728, Word Loss: 4.93, Topo Loss: 1.10, Assm Loss: 0.63, Pred Loss: 0.26, Word: 94.42, Topo: 99.24, Assm: 97.32, PNorm: 420.94, GNorm: 50.00
[Train][37100] Alpha: 0.000, Beta: 0.000, Loss: 6.31, KL: 2442.40, MAE: 28.11645, Word Loss: 4.62, Topo Loss: 1.05, Assm Loss: 0.64, Pred Loss: 0.28, Word: 94.63, Topo: 99.29, Assm: 97.21, PNorm: 421.39, GNorm: 50.00
[Train][37200] Alpha: 0.000, Beta: 0.000, Loss: 6.60, KL: 2481.01, MAE: 27.15894, Word Loss: 4.71, Topo Loss: 1.18, Assm Loss: 0.71, Pred Loss: 0.26, Word: 94.70, Topo: 99.22, Assm: 96.96, PNorm: 421.94, GNorm: 37.43
[Train][37300] Alpha: 0.000, Beta: 0.000, Loss: 6.75, KL: 2514.46, MAE: 26.83003, Word Loss: 4.97, Topo Loss: 1.20, Assm Loss: 0.57, Pred Loss: 0.25, Word: 94.50, Topo: 99.23, Assm: 97.61, PNorm: 422.39, GNorm: 45.14
[Train][37400] Alpha: 0.000, Beta: 0.000, Loss: 6.16, KL: 2478.11, MAE: 26.39450, Word Loss: 4.45, Topo Loss: 1.11, Assm Loss: 0.60, Pred Loss: 0.24, Word: 95.05, Topo: 99.25, Assm: 97.58, PNorm: 422.86, GNorm: 37.00
[Train][37500] Alpha: 0.000, Beta: 0.000, Loss: 6.59, KL: 2505.96, MAE: 28.26498, Word Loss: 4.74, Topo Loss: 1.21, Assm Loss: 0.64, Pred Loss: 0.28, Word: 94.81, Topo: 99.28, Assm: 97.59, PNorm: 423.33, GNorm: 38.56
[Train][37600] Alpha: 0.000, Beta: 0.000, Loss: 6.34, KL: 2467.12, MAE: 30.67509, Word Loss: 4.52, Topo Loss: 1.19, Assm Loss: 0.63, Pred Loss: 0.32, Word: 94.94, Topo: 99.28, Assm: 97.38, PNorm: 423.84, GNorm: 37.13
[Train][37700] Alpha: 0.000, Beta: 0.000, Loss: 6.16, KL: 2468.15, MAE: 26.42803, Word Loss: 4.57, Topo Loss: 1.05, Assm Loss: 0.55, Pred Loss: 0.25, Word: 94.76, Topo: 99.31, Assm: 97.36, PNorm: 424.32, GNorm: 33.31
[Train][37800] Alpha: 0.000, Beta: 0.000, Loss: 6.46, KL: 2520.31, MAE: 26.96139, Word Loss: 4.70, Topo Loss: 1.17, Assm Loss: 0.59, Pred Loss: 0.27, Word: 94.70, Topo: 99.26, Assm: 97.71, PNorm: 424.79, GNorm: 49.70
[Train][37900] Alpha: 0.000, Beta: 0.000, Loss: 6.48, KL: 2509.72, MAE: 27.38358, Word Loss: 4.87, Topo Loss: 1.02, Assm Loss: 0.59, Pred Loss: 0.27, Word: 94.41, Topo: 99.33, Assm: 97.53, PNorm: 425.30, GNorm: 35.43
[Train][38000] Alpha: 0.000, Beta: 0.000, Loss: 6.55, KL: 2542.94, MAE: 28.06530, Word Loss: 4.83, Topo Loss: 1.12, Assm Loss: 0.60, Pred Loss: 0.27, Word: 94.59, Topo: 99.24, Assm: 97.51, PNorm: 425.85, GNorm: 40.46
[Train][38100] Alpha: 0.000, Beta: 0.000, Loss: 6.34, KL: 2504.02, MAE: 27.23446, Word Loss: 4.63, Topo Loss: 0.99, Assm Loss: 0.72, Pred Loss: 0.26, Word: 94.74, Topo: 99.34, Assm: 97.07, PNorm: 426.34, GNorm: 40.08
[Train][38200] Alpha: 0.000, Beta: 0.000, Loss: 5.82, KL: 2542.26, MAE: 27.96703, Word Loss: 4.34, Topo Loss: 0.99, Assm Loss: 0.48, Pred Loss: 0.28, Word: 95.13, Topo: 99.36, Assm: 97.91, PNorm: 426.76, GNorm: 36.52
[Train][38300] Alpha: 0.000, Beta: 0.000, Loss: 6.97, KL: 2504.24, MAE: 27.52682, Word Loss: 4.80, Topo Loss: 1.11, Assm Loss: 1.07, Pred Loss: 0.33, Word: 94.68, Topo: 99.22, Assm: 97.33, PNorm: 427.30, GNorm: 40.41
[Train][38400] Alpha: 0.000, Beta: 0.000, Loss: 6.40, KL: 2509.19, MAE: 27.10771, Word Loss: 4.76, Topo Loss: 1.04, Assm Loss: 0.61, Pred Loss: 0.25, Word: 94.62, Topo: 99.30, Assm: 97.73, PNorm: 427.89, GNorm: 36.28
[Train][38500] Alpha: 0.000, Beta: 0.000, Loss: 6.45, KL: 2489.29, MAE: 29.93182, Word Loss: 4.75, Topo Loss: 1.07, Assm Loss: 0.63, Pred Loss: 0.31, Word: 94.62, Topo: 99.35, Assm: 97.44, PNorm: 428.46, GNorm: 37.18
[Train][38600] Alpha: 0.000, Beta: 0.000, Loss: 6.46, KL: 2501.54, MAE: 26.84326, Word Loss: 4.73, Topo Loss: 1.09, Assm Loss: 0.64, Pred Loss: 0.25, Word: 94.79, Topo: 99.25, Assm: 97.57, PNorm: 428.87, GNorm: 39.12
[Train][38700] Alpha: 0.000, Beta: 0.000, Loss: 6.71, KL: 2478.66, MAE: 28.77209, Word Loss: 4.86, Topo Loss: 1.08, Assm Loss: 0.78, Pred Loss: 0.29, Word: 94.50, Topo: 99.28, Assm: 96.99, PNorm: 429.33, GNorm: 38.63
[Train][38800] Alpha: 0.000, Beta: 0.000, Loss: 6.62, KL: 2496.47, MAE: 29.92109, Word Loss: 4.90, Topo Loss: 1.06, Assm Loss: 0.66, Pred Loss: 0.32, Word: 94.46, Topo: 99.31, Assm: 97.33, PNorm: 429.84, GNorm: 33.06
[Train][38900] Alpha: 0.000, Beta: 0.000, Loss: 6.44, KL: 2537.26, MAE: 28.29395, Word Loss: 4.64, Topo Loss: 1.21, Assm Loss: 0.59, Pred Loss: 0.28, Word: 94.70, Topo: 99.20, Assm: 97.66, PNorm: 430.24, GNorm: 42.13
[Train][39000] Alpha: 0.000, Beta: 0.000, Loss: 6.45, KL: 2486.63, MAE: 28.29219, Word Loss: 4.62, Topo Loss: 1.18, Assm Loss: 0.66, Pred Loss: 0.28, Word: 94.82, Topo: 99.26, Assm: 97.48, PNorm: 430.75, GNorm: 46.82
[Train][39100] Alpha: 0.000, Beta: 0.000, Loss: 6.56, KL: 2484.31, MAE: 27.72201, Word Loss: 4.81, Topo Loss: 1.21, Assm Loss: 0.55, Pred Loss: 0.27, Word: 94.59, Topo: 99.24, Assm: 97.73, PNorm: 431.20, GNorm: 50.00
[Train][39200] Alpha: 0.000, Beta: 0.000, Loss: 6.52, KL: 2463.59, MAE: 27.48841, Word Loss: 4.73, Topo Loss: 1.13, Assm Loss: 0.66, Pred Loss: 0.26, Word: 94.78, Topo: 99.27, Assm: 97.38, PNorm: 431.64, GNorm: 43.67
[Train][39300] Alpha: 0.000, Beta: 0.000, Loss: 6.59, KL: 2461.77, MAE: 26.72993, Word Loss: 4.82, Topo Loss: 1.14, Assm Loss: 0.63, Pred Loss: 0.25, Word: 94.58, Topo: 99.26, Assm: 97.48, PNorm: 432.11, GNorm: 32.77
[Train][39400] Alpha: 0.000, Beta: 0.000, Loss: 6.32, KL: 2486.46, MAE: 27.02407, Word Loss: 4.57, Topo Loss: 1.10, Assm Loss: 0.65, Pred Loss: 0.26, Word: 94.73, Topo: 99.27, Assm: 97.24, PNorm: 432.61, GNorm: 50.00
[Train][39500] Alpha: 0.000, Beta: 0.000, Loss: 6.35, KL: 2482.85, MAE: 28.78730, Word Loss: 4.68, Topo Loss: 1.07, Assm Loss: 0.61, Pred Loss: 0.29, Word: 94.79, Topo: 99.29, Assm: 97.33, PNorm: 433.08, GNorm: 30.25
[Train][39600] Alpha: 0.000, Beta: 0.000, Loss: 6.45, KL: 2480.32, MAE: 26.87340, Word Loss: 4.86, Topo Loss: 0.99, Assm Loss: 0.59, Pred Loss: 0.26, Word: 94.56, Topo: 99.36, Assm: 97.55, PNorm: 433.50, GNorm: 50.00
[Train][39700] Alpha: 0.000, Beta: 0.000, Loss: 6.75, KL: 2479.46, MAE: 26.49283, Word Loss: 4.89, Topo Loss: 1.26, Assm Loss: 0.60, Pred Loss: 0.25, Word: 94.36, Topo: 99.20, Assm: 97.54, PNorm: 433.98, GNorm: 50.00
[Train][39800] Alpha: 0.000, Beta: 0.000, Loss: 6.19, KL: 2498.01, MAE: 28.01514, Word Loss: 4.58, Topo Loss: 1.02, Assm Loss: 0.59, Pred Loss: 0.28, Word: 94.88, Topo: 99.30, Assm: 97.62, PNorm: 434.38, GNorm: 48.11
[Train][39900] Alpha: 0.000, Beta: 0.000, Loss: 6.48, KL: 2437.34, MAE: 30.76393, Word Loss: 4.56, Topo Loss: 1.11, Assm Loss: 0.81, Pred Loss: 0.33, Word: 94.87, Topo: 99.30, Assm: 96.55, PNorm: 434.80, GNorm: 43.04
[Train][40000] Alpha: 0.000, Beta: 0.000, Loss: 6.38, KL: 2508.60, MAE: 29.71877, Word Loss: 4.76, Topo Loss: 1.02, Assm Loss: 0.60, Pred Loss: 0.30, Word: 94.73, Topo: 99.34, Assm: 97.63, PNorm: 435.27, GNorm: 39.31
learning rate: 0.000729
[Train][40100] Alpha: 0.000, Beta: 0.002, Loss: 10.09, KL: 1620.76, MAE: 31.61445, Word Loss: 4.97, Topo Loss: 1.17, Assm Loss: 0.70, Pred Loss: 0.34, Word: 94.53, Topo: 99.25, Assm: 97.17, PNorm: 434.17, GNorm: 30.47
[Train][40200] Alpha: 0.000, Beta: 0.002, Loss: 8.82, KL: 1288.04, MAE: 31.15138, Word Loss: 4.56, Topo Loss: 1.07, Assm Loss: 0.61, Pred Loss: 0.35, Word: 94.80, Topo: 99.29, Assm: 97.42, PNorm: 433.89, GNorm: 41.15
[Train][40300] Alpha: 0.000, Beta: 0.002, Loss: 8.33, KL: 1190.74, MAE: 31.05423, Word Loss: 4.48, Topo Loss: 0.93, Assm Loss: 0.54, Pred Loss: 0.34, Word: 94.91, Topo: 99.37, Assm: 97.71, PNorm: 433.79, GNorm: 23.51
[Train][40400] Alpha: 0.000, Beta: 0.002, Loss: 8.65, KL: 1168.36, MAE: 30.63753, Word Loss: 4.57, Topo Loss: 1.09, Assm Loss: 0.66, Pred Loss: 0.34, Word: 94.93, Topo: 99.30, Assm: 97.30, PNorm: 433.77, GNorm: 40.11
[Train][40500] Alpha: 0.000, Beta: 0.002, Loss: 8.13, KL: 1099.86, MAE: 30.96371, Word Loss: 4.27, Topo Loss: 0.99, Assm Loss: 0.67, Pred Loss: 0.33, Word: 95.26, Topo: 99.35, Assm: 97.22, PNorm: 433.87, GNorm: 36.63
[Train][40600] Alpha: 0.000, Beta: 0.002, Loss: 8.34, KL: 1052.58, MAE: 30.95517, Word Loss: 4.54, Topo Loss: 1.08, Assm Loss: 0.61, Pred Loss: 0.34, Word: 94.86, Topo: 99.29, Assm: 97.49, PNorm: 434.06, GNorm: 37.76
[Train][40700] Alpha: 0.000, Beta: 0.002, Loss: 8.16, KL: 1024.92, MAE: 33.00749, Word Loss: 4.38, Topo Loss: 1.11, Assm Loss: 0.62, Pred Loss: 0.37, Word: 95.06, Topo: 99.28, Assm: 97.41, PNorm: 434.22, GNorm: 40.14
[Train][40800] Alpha: 0.000, Beta: 0.002, Loss: 8.15, KL: 997.29, MAE: 31.58201, Word Loss: 4.43, Topo Loss: 1.13, Assm Loss: 0.59, Pred Loss: 0.34, Word: 94.96, Topo: 99.31, Assm: 97.80, PNorm: 434.44, GNorm: 42.01
[Train][40900] Alpha: 0.000, Beta: 0.002, Loss: 7.95, KL: 954.39, MAE: 30.15861, Word Loss: 4.32, Topo Loss: 1.13, Assm Loss: 0.59, Pred Loss: 0.32, Word: 94.99, Topo: 99.25, Assm: 97.69, PNorm: 434.66, GNorm: 34.20
[Train][41000] Alpha: 0.000, Beta: 0.002, Loss: 8.06, KL: 959.05, MAE: 30.85714, Word Loss: 4.30, Topo Loss: 1.10, Assm Loss: 0.74, Pred Loss: 0.35, Word: 95.25, Topo: 99.30, Assm: 97.06, PNorm: 434.93, GNorm: 26.62
[Train][41100] Alpha: 0.000, Beta: 0.002, Loss: 8.18, KL: 936.30, MAE: 31.45767, Word Loss: 4.61, Topo Loss: 1.06, Assm Loss: 0.64, Pred Loss: 0.34, Word: 94.80, Topo: 99.28, Assm: 97.48, PNorm: 435.16, GNorm: 30.38
[Train][41200] Alpha: 0.000, Beta: 0.002, Loss: 8.47, KL: 909.61, MAE: 28.63410, Word Loss: 4.69, Topo Loss: 1.03, Assm Loss: 0.93, Pred Loss: 0.29, Word: 94.75, Topo: 99.32, Assm: 97.61, PNorm: 435.43, GNorm: 33.62
[Train][41300] Alpha: 0.000, Beta: 0.002, Loss: 7.78, KL: 893.19, MAE: 29.15021, Word Loss: 4.33, Topo Loss: 1.07, Assm Loss: 0.60, Pred Loss: 0.31, Word: 95.09, Topo: 99.34, Assm: 97.61, PNorm: 435.67, GNorm: 35.24
[Train][41400] Alpha: 0.000, Beta: 0.002, Loss: 8.04, KL: 864.06, MAE: 30.33245, Word Loss: 4.53, Topo Loss: 1.09, Assm Loss: 0.70, Pred Loss: 0.31, Word: 95.01, Topo: 99.29, Assm: 97.39, PNorm: 435.94, GNorm: 29.41
[Train][41500] Alpha: 0.000, Beta: 0.002, Loss: 7.93, KL: 867.53, MAE: 29.19440, Word Loss: 4.46, Topo Loss: 1.09, Assm Loss: 0.63, Pred Loss: 0.30, Word: 95.03, Topo: 99.28, Assm: 97.34, PNorm: 436.22, GNorm: 29.04
[Train][41600] Alpha: 0.000, Beta: 0.002, Loss: 7.79, KL: 857.60, MAE: 31.93730, Word Loss: 4.42, Topo Loss: 1.05, Assm Loss: 0.60, Pred Loss: 0.36, Word: 94.97, Topo: 99.27, Assm: 97.54, PNorm: 436.55, GNorm: 37.88
[Train][41700] Alpha: 0.000, Beta: 0.002, Loss: 7.63, KL: 833.61, MAE: 31.59877, Word Loss: 4.30, Topo Loss: 1.06, Assm Loss: 0.61, Pred Loss: 0.35, Word: 95.14, Topo: 99.33, Assm: 97.54, PNorm: 436.78, GNorm: 44.25
[Train][41800] Alpha: 0.000, Beta: 0.002, Loss: 7.88, KL: 825.91, MAE: 30.62638, Word Loss: 4.49, Topo Loss: 1.11, Assm Loss: 0.63, Pred Loss: 0.33, Word: 94.91, Topo: 99.28, Assm: 97.38, PNorm: 437.09, GNorm: 21.85
[Validation][881] Alpha: 0.000, Beta: 0.002, Loss: 4.33, KL: 403.26, MAE: 27.92793, Word Loss: 2.57, Topo Loss: 0.58, Assm Loss: 0.37, Pred Loss: 0.28, Word: 94.75, Topo: 99.27, Assm: 97.18
[Train][41900] Alpha: 0.000, Beta: 0.002, Loss: 7.20, KL: 801.66, MAE: 29.61615, Word Loss: 4.00, Topo Loss: 1.02, Assm Loss: 0.57, Pred Loss: 0.31, Word: 95.54, Topo: 99.31, Assm: 97.92, PNorm: 437.42, GNorm: 28.23
[Train][42000] Alpha: 0.000, Beta: 0.002, Loss: 6.52, KL: 796.38, MAE: 29.61303, Word Loss: 3.61, Topo Loss: 0.86, Assm Loss: 0.46, Pred Loss: 0.30, Word: 95.80, Topo: 99.44, Assm: 98.25, PNorm: 437.68, GNorm: 36.51
[Train][42100] Alpha: 0.000, Beta: 0.004, Loss: 8.20, KL: 730.77, MAE: 31.51615, Word Loss: 3.84, Topo Loss: 0.93, Assm Loss: 0.52, Pred Loss: 0.35, Word: 95.55, Topo: 99.41, Assm: 97.93, PNorm: 437.81, GNorm: 28.08
[Train][42200] Alpha: 0.000, Beta: 0.004, Loss: 8.35, KL: 685.01, MAE: 33.11049, Word Loss: 4.12, Topo Loss: 0.94, Assm Loss: 0.55, Pred Loss: 0.38, Word: 95.29, Topo: 99.40, Assm: 97.61, PNorm: 438.05, GNorm: 23.39
[Train][42300] Alpha: 0.000, Beta: 0.004, Loss: 7.75, KL: 655.89, MAE: 32.21083, Word Loss: 3.73, Topo Loss: 0.90, Assm Loss: 0.49, Pred Loss: 0.36, Word: 95.73, Topo: 99.40, Assm: 98.01, PNorm: 438.22, GNorm: 41.34
[Train][42400] Alpha: 0.000, Beta: 0.004, Loss: 7.79, KL: 644.70, MAE: 31.72746, Word Loss: 3.83, Topo Loss: 0.90, Assm Loss: 0.49, Pred Loss: 0.35, Word: 95.59, Topo: 99.42, Assm: 98.04, PNorm: 438.44, GNorm: 31.66
[Train][42500] Alpha: 0.000, Beta: 0.004, Loss: 7.61, KL: 625.26, MAE: 33.97257, Word Loss: 3.59, Topo Loss: 0.93, Assm Loss: 0.59, Pred Loss: 0.40, Word: 95.99, Topo: 99.42, Assm: 97.53, PNorm: 438.70, GNorm: 36.84
[Train][42600] Alpha: 0.000, Beta: 0.004, Loss: 7.85, KL: 615.49, MAE: 32.25262, Word Loss: 3.97, Topo Loss: 0.97, Assm Loss: 0.45, Pred Loss: 0.36, Word: 95.40, Topo: 99.36, Assm: 98.15, PNorm: 438.94, GNorm: 35.68
[Train][42700] Alpha: 0.000, Beta: 0.004, Loss: 7.81, KL: 607.50, MAE: 33.89470, Word Loss: 3.84, Topo Loss: 0.98, Assm Loss: 0.56, Pred Loss: 0.40, Word: 95.62, Topo: 99.37, Assm: 97.75, PNorm: 439.20, GNorm: 50.00
[Train][42800] Alpha: 0.000, Beta: 0.004, Loss: 7.97, KL: 593.80, MAE: 33.88701, Word Loss: 3.99, Topo Loss: 1.06, Assm Loss: 0.54, Pred Loss: 0.41, Word: 95.31, Topo: 99.33, Assm: 97.58, PNorm: 439.51, GNorm: 28.31
[Train][42900] Alpha: 0.000, Beta: 0.004, Loss: 7.91, KL: 586.08, MAE: 35.24542, Word Loss: 4.05, Topo Loss: 1.00, Assm Loss: 0.51, Pred Loss: 0.45, Word: 95.39, Topo: 99.35, Assm: 97.97, PNorm: 439.80, GNorm: 31.37
[Train][43000] Alpha: 0.000, Beta: 0.004, Loss: 7.50, KL: 568.93, MAE: 31.80228, Word Loss: 3.84, Topo Loss: 0.89, Assm Loss: 0.50, Pred Loss: 0.35, Word: 95.56, Topo: 99.42, Assm: 97.82, PNorm: 440.06, GNorm: 25.95
[Train][43100] Alpha: 0.000, Beta: 0.004, Loss: 7.45, KL: 558.71, MAE: 32.08775, Word Loss: 3.77, Topo Loss: 0.91, Assm Loss: 0.54, Pred Loss: 0.36, Word: 95.64, Topo: 99.39, Assm: 97.82, PNorm: 440.34, GNorm: 24.61
[Train][43200] Alpha: 0.000, Beta: 0.004, Loss: 7.91, KL: 567.09, MAE: 32.51920, Word Loss: 3.93, Topo Loss: 1.15, Assm Loss: 0.56, Pred Loss: 0.38, Word: 95.60, Topo: 99.28, Assm: 97.77, PNorm: 440.63, GNorm: 38.33
[Train][43300] Alpha: 0.000, Beta: 0.004, Loss: 7.86, KL: 560.46, MAE: 32.42155, Word Loss: 4.08, Topo Loss: 0.98, Assm Loss: 0.56, Pred Loss: 0.37, Word: 95.42, Topo: 99.37, Assm: 97.78, PNorm: 440.98, GNorm: 44.42
[Train][43400] Alpha: 0.000, Beta: 0.004, Loss: 7.68, KL: 543.28, MAE: 33.10677, Word Loss: 4.03, Topo Loss: 0.92, Assm Loss: 0.57, Pred Loss: 0.38, Word: 95.45, Topo: 99.42, Assm: 97.88, PNorm: 441.28, GNorm: 26.68
[Train][43500] Alpha: 0.000, Beta: 0.004, Loss: 7.60, KL: 542.61, MAE: 34.99244, Word Loss: 3.92, Topo Loss: 0.93, Assm Loss: 0.58, Pred Loss: 0.43, Word: 95.56, Topo: 99.40, Assm: 97.58, PNorm: 441.56, GNorm: 32.19
[Train][43600] Alpha: 0.000, Beta: 0.004, Loss: 7.44, KL: 536.37, MAE: 33.69076, Word Loss: 3.83, Topo Loss: 0.96, Assm Loss: 0.51, Pred Loss: 0.40, Word: 95.53, Topo: 99.40, Assm: 97.71, PNorm: 441.95, GNorm: 22.78
[Train][43700] Alpha: 0.000, Beta: 0.004, Loss: 7.26, KL: 525.92, MAE: 34.05409, Word Loss: 3.74, Topo Loss: 0.88, Assm Loss: 0.54, Pred Loss: 0.40, Word: 95.75, Topo: 99.41, Assm: 97.69, PNorm: 442.27, GNorm: 23.42
[Train][43800] Alpha: 0.000, Beta: 0.004, Loss: 7.67, KL: 531.67, MAE: 34.59588, Word Loss: 4.09, Topo Loss: 0.95, Assm Loss: 0.51, Pred Loss: 0.42, Word: 95.30, Topo: 99.38, Assm: 97.94, PNorm: 442.53, GNorm: 41.84
[Train][43900] Alpha: 0.000, Beta: 0.004, Loss: 7.63, KL: 512.95, MAE: 33.02197, Word Loss: 3.97, Topo Loss: 1.04, Assm Loss: 0.57, Pred Loss: 0.38, Word: 95.36, Topo: 99.31, Assm: 97.72, PNorm: 442.84, GNorm: 33.97
[Train][44000] Alpha: 0.000, Beta: 0.004, Loss: 7.48, KL: 510.03, MAE: 31.97606, Word Loss: 3.89, Topo Loss: 0.92, Assm Loss: 0.63, Pred Loss: 0.36, Word: 95.38, Topo: 99.42, Assm: 97.53, PNorm: 443.16, GNorm: 38.19
[Train][44100] Alpha: 0.000, Beta: 0.006, Loss: 8.71, KL: 483.92, MAE: 32.75291, Word Loss: 4.19, Topo Loss: 0.97, Assm Loss: 0.65, Pred Loss: 0.37, Word: 95.25, Topo: 99.37, Assm: 97.18, PNorm: 443.52, GNorm: 28.55
[Train][44200] Alpha: 0.000, Beta: 0.006, Loss: 8.59, KL: 468.17, MAE: 35.95838, Word Loss: 4.12, Topo Loss: 1.10, Assm Loss: 0.56, Pred Loss: 0.46, Word: 95.18, Topo: 99.33, Assm: 97.51, PNorm: 443.85, GNorm: 27.61
[Train][44300] Alpha: 0.000, Beta: 0.006, Loss: 8.25, KL: 455.91, MAE: 34.69361, Word Loss: 4.10, Topo Loss: 0.90, Assm Loss: 0.51, Pred Loss: 0.42, Word: 95.12, Topo: 99.43, Assm: 97.95, PNorm: 444.12, GNorm: 31.42
[Train][44400] Alpha: 0.000, Beta: 0.006, Loss: 8.23, KL: 450.09, MAE: 35.08008, Word Loss: 3.98, Topo Loss: 1.01, Assm Loss: 0.53, Pred Loss: 0.43, Word: 95.54, Topo: 99.33, Assm: 97.83, PNorm: 444.38, GNorm: 48.75
[Train][44500] Alpha: 0.000, Beta: 0.006, Loss: 8.19, KL: 440.24, MAE: 35.29922, Word Loss: 3.98, Topo Loss: 0.99, Assm Loss: 0.58, Pred Loss: 0.44, Word: 95.37, Topo: 99.36, Assm: 97.50, PNorm: 444.75, GNorm: 38.41
[Train][44600] Alpha: 0.000, Beta: 0.006, Loss: 8.05, KL: 427.81, MAE: 37.90414, Word Loss: 3.95, Topo Loss: 1.00, Assm Loss: 0.54, Pred Loss: 0.50, Word: 95.53, Topo: 99.34, Assm: 97.74, PNorm: 445.11, GNorm: 31.36
[Train][44700] Alpha: 0.000, Beta: 0.006, Loss: 7.83, KL: 420.45, MAE: 38.26000, Word Loss: 3.84, Topo Loss: 0.93, Assm Loss: 0.54, Pred Loss: 0.51, Word: 95.62, Topo: 99.42, Assm: 97.82, PNorm: 445.50, GNorm: 36.89
[Train][44800] Alpha: 0.000, Beta: 0.006, Loss: 8.61, KL: 421.81, MAE: 34.92408, Word Loss: 4.41, Topo Loss: 1.04, Assm Loss: 0.64, Pred Loss: 0.42, Word: 94.90, Topo: 99.32, Assm: 97.44, PNorm: 445.86, GNorm: 31.59
[Train][44900] Alpha: 0.000, Beta: 0.006, Loss: 8.17, KL: 426.68, MAE: 35.66915, Word Loss: 4.00, Topo Loss: 1.02, Assm Loss: 0.58, Pred Loss: 0.44, Word: 95.36, Topo: 99.34, Assm: 97.71, PNorm: 446.17, GNorm: 29.31
[Train][45000] Alpha: 0.000, Beta: 0.006, Loss: 8.25, KL: 416.45, MAE: 37.71903, Word Loss: 4.09, Topo Loss: 1.07, Assm Loss: 0.58, Pred Loss: 0.49, Word: 95.29, Topo: 99.32, Assm: 97.73, PNorm: 446.48, GNorm: 44.95
[Train][45100] Alpha: 0.000, Beta: 0.006, Loss: 8.19, KL: 411.07, MAE: 34.32238, Word Loss: 4.22, Topo Loss: 0.95, Assm Loss: 0.55, Pred Loss: 0.41, Word: 95.44, Topo: 99.40, Assm: 97.73, PNorm: 446.86, GNorm: 44.61
[Train][45200] Alpha: 0.000, Beta: 0.006, Loss: 8.52, KL: 413.92, MAE: 35.75432, Word Loss: 4.39, Topo Loss: 1.06, Assm Loss: 0.58, Pred Loss: 0.44, Word: 95.09, Topo: 99.32, Assm: 97.45, PNorm: 447.18, GNorm: 33.63
[Train][45300] Alpha: 0.000, Beta: 0.006, Loss: 8.32, KL: 409.47, MAE: 35.38805, Word Loss: 4.19, Topo Loss: 0.99, Assm Loss: 0.68, Pred Loss: 0.44, Word: 95.42, Topo: 99.34, Assm: 97.33, PNorm: 447.54, GNorm: 45.14
[Train][45400] Alpha: 0.000, Beta: 0.006, Loss: 8.30, KL: 399.95, MAE: 36.79043, Word Loss: 4.23, Topo Loss: 1.07, Assm Loss: 0.59, Pred Loss: 0.48, Word: 95.21, Topo: 99.32, Assm: 97.58, PNorm: 447.95, GNorm: 33.64
[Train][45500] Alpha: 0.000, Beta: 0.006, Loss: 8.31, KL: 402.56, MAE: 36.94983, Word Loss: 4.28, Topo Loss: 0.94, Assm Loss: 0.67, Pred Loss: 0.46, Word: 95.11, Topo: 99.37, Assm: 97.30, PNorm: 448.32, GNorm: 38.22
[Train][45600] Alpha: 0.000, Beta: 0.006, Loss: 8.34, KL: 401.61, MAE: 37.06034, Word Loss: 4.24, Topo Loss: 1.06, Assm Loss: 0.63, Pred Loss: 0.48, Word: 95.12, Topo: 99.31, Assm: 97.46, PNorm: 448.68, GNorm: 31.48
[Train][45700] Alpha: 0.000, Beta: 0.006, Loss: 8.34, KL: 395.44, MAE: 33.48260, Word Loss: 4.27, Topo Loss: 1.09, Assm Loss: 0.60, Pred Loss: 0.39, Word: 95.13, Topo: 99.32, Assm: 97.41, PNorm: 449.01, GNorm: 43.27
[Train][45800] Alpha: 0.000, Beta: 0.006, Loss: 8.27, KL: 400.12, MAE: 35.09008, Word Loss: 4.26, Topo Loss: 0.97, Assm Loss: 0.63, Pred Loss: 0.43, Word: 95.22, Topo: 99.40, Assm: 97.60, PNorm: 449.37, GNorm: 28.38
